date,split,model,mean_wis,state_count,row_count
2025-06-23,train,catboost,0.16344933819235088,24,24
2025-06-30,train,catboost,0.23570756090825987,23,23
2025-07-07,train,catboost,0.34269102244468513,25,25
2025-07-14,train,catboost,0.2209386705375077,23,23
2025-07-21,train,catboost,0.318949964622416,23,23
2025-07-28,train,catboost,0.24897137854314838,23,23
2025-08-04,train,catboost,0.27546528760312217,25,25
2025-08-11,train,catboost,0.23202869096975212,25,25
2025-08-18,train,catboost,0.16132552488402452,25,25
2025-08-25,train,catboost,0.3591725103051374,25,25
2025-09-01,train,catboost,0.23991074992386996,24,24
2025-09-08,train,catboost,0.35661492074279155,25,25
2025-09-15,train,catboost,0.2199180091061926,24,24
2025-09-22,train,catboost,0.3505384758705635,25,25
2025-09-29,train,catboost,0.15756973161493484,25,25
2025-10-06,train,catboost,0.21287008051004996,25,25
2025-10-13,train,catboost,0.22651198938789638,24,24
2025-10-20,train,catboost,0.19379343321226505,24,24
2025-10-27,train,catboost,0.1944103949201945,25,25
2025-11-03,train,catboost,0.16171883388992547,25,25
2025-11-10,train,catboost,0.248018639149972,24,24
2025-11-17,train,catboost,0.16645698773814588,25,25
2025-11-24,train,catboost,0.24976347299897728,25,25
2025-12-01,train,catboost,0.2540709198342334,25,25
2025-12-08,train,catboost,0.22206434192094865,25,25
2025-12-15,train,catboost,0.269963707950742,25,25
2025-12-22,train,catboost,0.21420503519122083,24,24
2025-12-29,train,catboost,0.31883297948515515,24,24
2026-01-05,train,catboost,0.41475452562099924,25,25
2026-01-12,train,catboost,0.2518399225408911,25,25
2026-01-19,train,catboost,0.23198391488797018,25,25
2026-01-26,train,catboost,0.20918557077691877,25,25
2026-02-02,train,catboost,0.17115600634680722,25,25
2026-02-09,train,catboost,0.16966975747585322,24,24
2026-02-16,train,catboost,0.22895533149157749,25,25
2026-02-23,train,catboost,0.17913201196730313,23,23
2026-03-02,train,catboost,0.18785635757034855,25,25
2026-03-09,train,catboost,0.21070812853849352,24,24
2026-03-16,train,catboost,0.18044485795601742,22,22
2026-03-23,train,catboost,0.13866473079672814,23,23
2026-03-30,train,catboost,0.187815911935403,22,22
2026-04-06,train,catboost,0.11657278160868707,23,23
2026-04-13,train,catboost,0.22466851111785854,23,23
2026-04-20,train,catboost,0.1747968015675774,25,25
2026-04-27,train,catboost,0.1258934632428299,24,24
2026-05-04,train,catboost,0.20660468965705858,24,24
2023-03-27,train,ensemble_all_5,0.37707838827626267,8,8
2023-04-03,train,ensemble_all_5,0.27746988269888734,10,10
2023-04-10,train,ensemble_all_5,0.22786583267175786,13,13
2023-04-17,train,ensemble_all_5,0.23166804504163208,13,13
2023-04-24,train,ensemble_all_5,0.1576009911477416,13,13
2023-05-01,train,ensemble_all_5,0.19769510837411855,17,17
2023-05-08,train,ensemble_all_5,0.21537044913968492,16,16
2023-05-15,train,ensemble_all_5,0.2077678818496239,18,18
2023-05-22,train,ensemble_all_5,0.25987322703895294,19,19
2023-05-29,train,ensemble_all_5,0.41337279581682973,20,20
2023-06-05,train,ensemble_all_5,0.24218557277508146,21,21
2023-06-12,train,ensemble_all_5,0.385409712475218,22,22
2023-06-19,train,ensemble_all_5,0.2656829927484861,22,22
2023-06-26,train,ensemble_all_5,0.26508425303770683,21,21
2023-07-03,train,ensemble_all_5,0.3398591365180186,23,23
2023-07-10,train,ensemble_all_5,0.2734193397010723,23,23
2023-07-17,train,ensemble_all_5,0.2525513286767932,24,24
2023-07-24,train,ensemble_all_5,0.36856622787061527,24,24
2023-07-31,train,ensemble_all_5,0.28935432125487953,23,23
2023-08-07,train,ensemble_all_5,0.33580295415880734,23,23
2023-08-14,train,ensemble_all_5,0.2698416565090474,22,22
2023-08-21,train,ensemble_all_5,0.22901250000878268,24,24
2023-08-28,train,ensemble_all_5,0.1891303570616987,24,24
2023-09-04,train,ensemble_all_5,0.3375331003735799,23,23
2023-09-11,train,ensemble_all_5,0.2147536788067044,22,22
2023-09-18,train,ensemble_all_5,0.27290141986475797,24,24
2023-09-25,train,ensemble_all_5,0.2638379552642551,23,23
2023-10-02,train,ensemble_all_5,0.26327092584867,24,24
2023-10-09,train,ensemble_all_5,0.2712967972132411,24,24
2023-10-16,train,ensemble_all_5,0.3099228107869277,23,23
2023-10-23,train,ensemble_all_5,0.22717849378352992,24,24
2023-10-30,train,ensemble_all_5,0.27798606186801933,25,25
2023-11-06,train,ensemble_all_5,0.23743181532449753,23,23
2023-11-13,train,ensemble_all_5,0.25447713253657694,25,25
2023-11-20,train,ensemble_all_5,0.7112646600056175,24,24
