date,state,split,model,mean_wis,row_count
2023-01-30,Alabama,train,ensemble_tree,0.2877180531485554,1
2023-02-06,Alabama,train,ensemble_tree,0.17183681022077812,1
2023-02-13,Alabama,train,ensemble_tree,0.22888396526853158,1
2023-02-20,Alabama,train,ensemble_tree,0.18750725163917226,1
2023-02-27,Alabama,train,ensemble_tree,0.28039643485549953,1
2023-03-06,Alabama,train,ensemble_tree,0.25929468610168166,1
2023-03-13,Alabama,train,ensemble_tree,3.5179973036278938,1
2023-03-20,Alabama,train,ensemble_tree,0.6225523304440344,1
2023-03-27,Alabama,train,ensemble_tree,0.13908082933693855,1
2023-04-03,Alabama,train,ensemble_tree,0.18616055840022225,1
2023-04-10,Alabama,train,ensemble_tree,0.2053353939595226,1
2023-04-17,Alabama,train,ensemble_tree,0.34833427114175014,1
2023-04-24,Alabama,train,ensemble_tree,0.29163417794902474,1
2023-05-01,Alabama,train,ensemble_tree,0.1780590755402612,1
2023-05-08,Alabama,train,ensemble_tree,0.23541988118174065,1
2023-05-15,Alabama,train,ensemble_tree,0.20286101029707174,1
2023-05-22,Alabama,train,ensemble_tree,0.1308321238026048,1
2023-05-29,Alabama,train,ensemble_tree,0.2217304854863429,1
2023-06-05,Alabama,train,ensemble_tree,0.1462028250082316,1
2023-06-12,Alabama,train,ensemble_tree,0.674013726437671,1
2023-06-19,Alabama,train,ensemble_tree,0.1242509183895862,1
2023-06-26,Alabama,train,ensemble_tree,0.1445088882847653,1
2023-07-03,Alabama,train,ensemble_tree,0.7939856274759783,1
2023-07-10,Alabama,train,ensemble_tree,0.7133626780016935,1
2023-07-17,Alabama,train,ensemble_tree,0.5152387883995511,1
2023-07-24,Alabama,train,ensemble_tree,1.7164687123242395,1
2023-07-31,Alabama,train,ensemble_tree,0.1622994679415558,1
2023-08-07,Alabama,train,ensemble_tree,0.12841323516682487,1
2023-08-14,Alabama,train,ensemble_tree,0.15349323003278206,1
2023-08-21,Alabama,train,ensemble_tree,0.5720494655652811,1
2023-08-28,Alabama,train,ensemble_tree,0.17234672410033247,1
2023-09-04,Alabama,train,ensemble_tree,0.17195566839033552,1
2023-09-11,Alabama,train,ensemble_tree,0.6351322644987967,1
2023-09-18,Alabama,train,ensemble_tree,0.16519527065727932,1
2023-09-25,Alabama,train,ensemble_tree,0.2819755932850231,1
2023-10-02,Alabama,train,ensemble_tree,0.35022832500358825,1
2023-10-09,Alabama,train,ensemble_tree,0.251864559362944,1
2023-10-16,Alabama,train,ensemble_tree,0.7536901679739422,1
2023-10-23,Alabama,train,ensemble_tree,0.41774290920632534,1
2023-10-30,Alabama,train,ensemble_tree,0.5392410069762511,1
2023-11-06,Alabama,train,ensemble_tree,0.1799818249934347,1
2023-11-13,Alabama,train,ensemble_tree,0.16096313596251452,1
2023-11-20,Alabama,train,ensemble_tree,0.9598822657328068,1
2023-11-27,Alabama,train,ensemble_tree,0.47142287761846874,1
2023-12-04,Alabama,train,ensemble_tree,0.47532929604508256,1
2023-12-11,Alabama,train,ensemble_tree,0.30368065638103,1
2023-12-18,Alabama,train,ensemble_tree,0.2164780919042819,1
2023-12-25,Alabama,train,ensemble_tree,1.3847420750185513,1
2024-01-01,Alabama,train,ensemble_tree,0.6243738211614499,1
2024-01-08,Alabama,train,ensemble_tree,0.11358166827293753,1
2024-01-15,Alabama,train,ensemble_tree,0.17902746172402084,1
2024-01-22,Alabama,train,ensemble_tree,0.46976566988084834,1
2024-01-29,Alabama,train,ensemble_tree,0.5793464613894359,1
2024-02-05,Alabama,train,ensemble_tree,0.6238126598844282,1
2024-02-12,Alabama,train,ensemble_tree,0.3818226276208673,1
2024-02-19,Alabama,train,ensemble_tree,0.700921702189382,1
2024-02-26,Alabama,train,ensemble_tree,0.2948992432002407,1
2024-03-04,Alabama,train,ensemble_tree,0.16504105075002432,1
2024-03-11,Alabama,train,ensemble_tree,0.1136809867698499,1
2024-03-18,Alabama,train,ensemble_tree,0.261898392471986,1
2024-03-25,Alabama,train,ensemble_tree,0.14550948476951675,1
2024-04-01,Alabama,train,ensemble_tree,0.13085135687675215,1
2024-04-08,Alabama,train,ensemble_tree,0.14468772292150703,1
2024-04-15,Alabama,train,ensemble_tree,0.1978126730635099,1
2024-04-22,Alabama,train,ensemble_tree,0.5815090169674402,1
2024-04-29,Alabama,train,ensemble_tree,2.547524594058202,1
2024-05-06,Alabama,train,ensemble_tree,0.16343316613851142,1
2024-05-13,Alabama,train,ensemble_tree,0.3759201833858286,1
2024-05-20,Alabama,train,ensemble_tree,0.14997119587376018,1
2024-05-27,Alabama,train,ensemble_tree,0.17727347153346398,1
2024-06-03,Alabama,train,ensemble_tree,0.12398463768743628,1
2024-06-10,Alabama,train,ensemble_tree,0.2990282840846774,1
2024-06-17,Alabama,train,ensemble_tree,0.21236841487473068,1
2024-06-24,Alabama,train,ensemble_tree,0.1701173270452343,1
2024-07-01,Alabama,train,ensemble_tree,0.5838838281448371,1
2024-07-08,Alabama,train,ensemble_tree,0.12603003613991928,1
2024-07-15,Alabama,train,ensemble_tree,1.2360900557305354,1
2024-07-22,Alabama,train,ensemble_tree,0.2882231484959161,1
2024-07-29,Alabama,train,ensemble_tree,0.2878331216904442,1
2024-08-05,Alabama,train,ensemble_tree,0.19669194488662148,1
2024-08-12,Alabama,train,ensemble_tree,0.10869103098102191,1
2024-08-19,Alabama,train,ensemble_tree,0.31569031995939373,1
2024-08-26,Alabama,train,ensemble_tree,0.11634567408625301,1
2024-09-02,Alabama,train,ensemble_tree,0.23518280556469165,1
2024-09-09,Alabama,train,ensemble_tree,0.23828815355562774,1
2024-09-16,Alabama,train,ensemble_tree,0.331276456174135,1
2024-09-23,Alabama,train,ensemble_tree,0.247770457581972,1
2024-09-30,Alabama,train,ensemble_tree,1.6007669016447839,1
2024-10-07,Alabama,train,ensemble_tree,2.496461679260648,1
2024-10-14,Alabama,train,ensemble_tree,0.11962583174313586,1
2024-10-21,Alabama,train,ensemble_tree,0.27130502493647896,1
2024-10-28,Alabama,train,ensemble_tree,0.3169361601707676,1
2024-11-04,Alabama,train,ensemble_tree,0.12891827708229256,1
2024-11-11,Alabama,train,ensemble_tree,0.14631882561705908,1
2024-11-18,Alabama,train,ensemble_tree,0.1381384089926612,1
2024-11-25,Alabama,train,ensemble_tree,1.10387129428264,1
2024-12-02,Alabama,train,ensemble_tree,0.4213961206615607,1
2024-12-09,Alabama,train,ensemble_tree,0.15986779274856083,1
2024-12-16,Alabama,train,ensemble_tree,0.30872679066955344,1
2024-12-23,Alabama,train,ensemble_tree,1.3809271949146507,1
2025-01-06,Alabama,train,ensemble_tree,0.6273504941149775,1
2025-01-13,Alabama,train,ensemble_tree,0.4160067078260025,1
2025-01-20,Alabama,train,ensemble_tree,0.44383818363692407,1
2025-01-27,Alabama,train,ensemble_tree,0.9149816970685433,1
2025-02-03,Alabama,train,ensemble_tree,0.3421913528478729,1
2025-02-10,Alabama,train,ensemble_tree,0.26566091580217593,1
2025-02-17,Alabama,train,ensemble_tree,0.2880400783365266,1
2025-02-24,Alabama,train,ensemble_tree,0.15315254185053398,1
2025-03-03,Alabama,train,ensemble_tree,0.13401625247876675,1
2025-03-10,Alabama,train,ensemble_tree,0.11817982145404939,1
2025-03-17,Alabama,train,ensemble_tree,0.4321736517411623,1
2025-03-24,Alabama,train,ensemble_tree,0.13636579792798756,1
2025-03-31,Alabama,train,ensemble_tree,0.354790743762413,1
2025-04-07,Alabama,train,ensemble_tree,0.14523334561768142,1
2025-04-14,Alabama,train,ensemble_tree,0.8028408476507987,1
2025-04-21,Alabama,train,ensemble_tree,0.12260865093407575,1
2025-04-28,Alabama,train,ensemble_tree,0.4642785998754127,1
2025-05-05,Alabama,train,ensemble_tree,0.18649666649198285,1
2025-05-12,Alabama,train,ensemble_tree,0.11880587328644963,1
2025-05-19,Alabama,train,ensemble_tree,0.6902017996953882,1
2025-05-26,Alabama,train,ensemble_tree,0.9312895497677957,1
2025-06-02,Alabama,train,ensemble_tree,0.6791312938805024,1
2025-06-09,Alabama,train,ensemble_tree,0.23006821730633562,1
2025-06-16,Alabama,train,ensemble_tree,0.10263650890397241,1
2025-06-23,Alabama,train,ensemble_tree,0.15681101040578269,1
2025-06-30,Alabama,train,ensemble_tree,0.16946071881913496,1
2025-07-07,Alabama,train,ensemble_tree,0.6643933554904139,1
2025-07-14,Alabama,train,ensemble_tree,0.9932276447924003,1
2025-07-21,Alabama,train,ensemble_tree,0.15055400761792095,1
