cutoff_date,end_test_date,train_samples,test_samples,train_quantile_loss,test_quantile_loss,best_epoch,best_test_quantile_loss,train_wis,test_wis
2026-02-02,2026-02-16,3456,49,0.062280228189020244,0.05041599539773805,9,0.05041599539773805,0.3773494067060617,0.32440323614188143
2026-02-16,2026-03-02,3505,48,0.05727872424646043,0.052889579286177955,21,0.052889579286177955,0.3475483364866197,0.33621124969157457
2026-03-02,2026-03-16,3553,49,0.054755329582478474,0.05467665545186218,43,0.05467665545186218,0.3310940624800364,0.3174884055766302
2026-03-16,2026-03-30,3602,45,0.06054034086150106,0.05298493297563659,18,0.05298493297563659,0.3655093198399226,0.32875356726024463
2026-03-30,2026-04-13,3647,45,0.05060671023617943,0.04238950469427639,69,0.04238950469427639,0.3051097783580126,0.26880570303867846
2026-04-13,2026-04-27,3692,48,0.059368876467901864,0.05565948039293289,19,0.05565948039293289,0.3573994063074458,0.3247638063326682
2026-04-27,2026-05-11,3740,48,0.057910132766726186,0.05797624588012695,24,0.05797624588012695,0.34797164290564586,0.334989152568048
