cutoff_date,end_test_date,train_samples,test_samples,train_quantile_loss,test_quantile_loss,best_epoch,best_test_quantile_loss,train_wis,test_wis
2026-02-02,2026-02-16,3456,49,0.051413492403096624,0.049009483991837015,76,0.049009483991837015,0.3119268650881982,0.3180286063988869
2026-02-16,2026-03-02,3505,48,0.0570760574537235,0.057560806473096214,31,0.057560806473096214,0.3464200031170595,0.3613569461549186
2026-03-02,2026-03-16,3553,49,0.06458096192243265,0.05874985745366739,6,0.05874985745366739,0.390405763055694,0.34692203485079715
2026-03-16,2026-03-30,3602,45,0.05942669264281345,0.05269144847989082,35,0.05269144847989082,0.35854217754345696,0.32623471554530703
2026-03-30,2026-04-13,3647,45,0.061668073044988204,0.04529036101367739,13,0.04529036101367739,0.371715992497263,0.2936096033355331
2026-04-13,2026-04-27,3692,48,0.05922088372487805,0.05318861082196236,27,0.05318861082196236,0.35635415842229956,0.3167952224101922
2026-04-27,2026-05-11,3740,48,0.05501882888496241,0.0579490065574646,38,0.0579490065574646,0.3306051624016181,0.3259620576433531
