date,state,week,year,month,quarter,holiday,cases_per_100k,lagged1,lagged2,lagged4,lagged6,lagged8,lagged12,rolling_mean_2,rolling_mean_4,rolling_mean_6,rolling_mean_8,rolling_mean_12,rolling_std_2,rolling_std_4,rolling_std_6,rolling_std_8,rolling_std_12,rolling_median_4,rolling_median_6,rolling_median_12,rolling_median_2,rolling_median_8,rolling_max_4,rolling_max_6,rolling_max_12,rolling_max_8,rolling_max_2,rolling_min_4,rolling_min_6,rolling_min_12,rolling_min_2,rolling_min_8,expanding_mean,expanding_std,expanding_median,expanding_max,expanding_min,ewm_mean,ewm_std
2022-03-28,Alabama,13,0,3,1,0,9.771799401244625,11.09021678077763,10.489173563637584,10.101403746127875,3.8001442115951316,1.2020864342800928,6.456367461536627,10.789695172207608,10.784848049488737,9.5391375107388,7.82083250689891,6.167963659763783,0.4250017346259052,0.6060001980143109,2.857155800645002,4.0701707434522625,4.255590307374425,10.789695172207608,10.392231109260157,5.293058009007504,10.789695172207608,10.198346200505302,11.45859810741185,11.45859810741185,11.45859810741185,11.45859810741185,11.09021678077763,10.101403746127875,3.8001442115951316,1.2020864342800928,10.489173563637584,1.2020864342800928,6.167963659763783,4.255590307374425,5.293058009007504,11.45859810741185,1.2020864342800928,9.044048835185292,3.5478324754595936
2022-04-04,Alabama,14,0,4,2,0,11.749425470544132,9.771799401244625,11.09021678077763,11.45859810741185,10.29528865488273,4.129748556478383,2.2102879598053318,10.431008091011128,10.702446963267922,10.534413375680383,8.892046627769476,6.4442496547394486,0.9322618695019868,0.7379522143182176,0.6310847057984308,3.0887469459541848,4.381769934967875,10.789695172207608,10.392231109260157,6.950773978861504,10.431008091011128,10.198346200505302,11.45859810741185,11.45859810741185,11.45859810741185,11.45859810741185,11.09021678077763,9.771799401244625,9.771799401244625,1.2020864342800928,9.771799401244625,3.8001442115951316,6.445181793723847,4.195226661920203,6.456367461536627,11.45859810741185,1.2020864342800928,9.225986476700125,3.090134722704219
2022-04-11,Alabama,15,0,4,2,0,12.369857178559664,11.749425470544132,9.771799401244625,10.489173563637584,10.101403746127875,3.8001442115951316,1.4541368156614025,10.760612435894378,10.775153804050992,10.776769511623948,9.844506242027695,7.239177780634349,1.3983928042529787,0.8439934271017778,0.7820478640409582,2.535750107955075,4.4090249951995295,10.789695172207608,10.789695172207608,9.93660157368625,10.760612435894378,10.392231109260157,11.749425470544132,11.749425470544132,11.749425470544132,11.749425470544132,11.749425470544132,9.771799401244625,9.771799401244625,1.2020864342800928,9.771799401244625,3.8001442115951316,6.824056342068153,4.2726723667293,8.114083431390625,11.749425470544132,1.2020864342800928,9.856846225161128,2.92442892180797
2022-04-18,Alabama,16,0,4,2,0,10.87694338114729,12.369857178559664,11.749425470544132,11.09021678077763,11.45859810741185,10.29528865488273,1.3281116249707476,12.059641324551897,11.245324707781512,11.154845083695912,10.915720362898261,8.148821144209204,0.43871146800093563,1.1126584014386973,0.9254357758816597,0.9002608927930116,4.229359236041309,11.419821125660881,11.274407444094741,10.198346200505302,12.059641324551897,10.789695172207608,12.369857178559664,12.369857178559664,12.369857178559664,12.369857178559664,12.369857178559664,9.771799401244625,9.771799401244625,1.2020864342800928,11.749425470544132,9.771799401244625,7.193776397834254,4.35914467460445,9.771799401244625,12.369857178559664,1.2020864342800928,10.485098963510762,2.791867299699035
2022-04-25,Alabama,17,0,4,2,0,10.915720362898261,10.87694338114729,12.369857178559664,9.771799401244625,10.489173563637584,10.101403746127875,1.2020864342800928,11.623400279853477,11.192006357873927,11.05790262931849,10.988427203681333,8.944557123890583,1.0556494698772494,1.1275786893342492,0.9176854904058339,0.8658245944166011,3.6937846891021398,11.313184425845712,10.983580080962462,10.392231109260157,11.623400279853477,10.983580080962462,12.369857178559664,12.369857178559664,12.369857178559664,12.369857178559664,12.369857178559664,9.771799401244625,9.771799401244625,1.2020864342800928,10.87694338114729,9.771799401244625,7.4239743342913185,4.310822455987059,9.93660157368625,12.369857178559664,1.2020864342800928,10.583060067919893,2.4245975879398975
2022-05-02,Alabama,18,0,5,2,0,10.54733903626404,10.915720362898261,10.87694338114729,11.749425470544132,11.09021678077763,11.45859810741185,4.129748556478383,10.896331872022776,11.477986598287337,11.128993762528602,11.090216780777629,9.754026617942097,0.02741946675005836,0.7179852509292964,0.8805876047179532,0.7913056411923386,2.7987211433022376,11.332572916721197,11.002968571837947,10.683058472392437,10.896331872022776,11.002968571837947,12.369857178559664,12.369857178559664,12.369857178559664,12.369857178559664,10.915720362898261,10.87694338114729,9.771799401244625,3.8001442115951316,10.87694338114729,9.771799401244625,7.629371159503491,4.258982789977583,10.101403746127875,12.369857178559664,1.2020864342800928,10.666225141664485,2.105438321122808
2022-05-09,Alabama,19,0,5,2,0,10.954497344649232,10.54733903626404,10.915720362898261,12.369857178559664,9.771799401244625,10.489173563637584,3.8001442115951316,10.73152969958115,11.177464989717315,11.038514138443004,10.976309396884153,10.288825824590901,0.2604849341255544,0.8119280214636898,0.9126742945803468,0.7962738788804704,2.1684925430280804,10.896331872022776,10.896331872022776,10.712141208705665,10.73152969958115,10.896331872022776,12.369857178559664,12.369857178559664,12.369857178559664,12.369857178559664,10.915720362898261,10.54733903626404,9.771799401244625,3.8001442115951316,10.54733903626404,9.771799401244625,7.7914804859901885,4.188671396880756,10.198346200505302,12.369857178559664,1.2020864342800928,10.636503615314375,1.8241706991971762
2022-05-16,Alabama,20,0,5,2,0,10.314677145758214,10.954497344649232,10.54733903626404,10.87694338114729,11.749425470544132,11.09021678077763,10.29528865488273,10.750918190456636,10.823625031239706,11.235630462343769,11.03447486951061,10.885021919012075,0.28790440087561275,0.1868920454763848,0.6832620822573997,0.772239165326987,0.7261787347355231,10.896331872022776,10.935108853773746,10.896331872022776,10.750918190456636,10.935108853773746,10.954497344649232,12.369857178559664,12.369857178559664,12.369857178559664,10.954497344649232,10.54733903626404,10.54733903626404,9.771799401244625,10.54733903626404,9.771799401244625,7.95795505749856,4.134828835499059,10.29528865488273,12.369857178559664,1.2020864342800928,10.71600204764809,1.5867444857679802
2022-05-23,Alabama,21,0,5,2,0,6.747194824668908,10.314677145758214,10.954497344649232,10.915720362898261,12.369857178559664,9.771799401244625,10.101403746127875,10.634587245203722,10.683058472392437,10.996505741546116,10.937532415133182,10.886637626585033,0.45242120137596353,0.3065589577996411,0.7176797717021947,0.8119018401274274,0.7247675247358317,10.73152969958115,10.896331872022776,10.896331872022776,10.634587245203722,10.896331872022776,10.954497344649232,12.369857178559664,12.369857178559664,12.369857178559664,10.954497344649232,10.314677145758214,10.314677145758214,9.771799401244625,10.314677145758214,9.771799401244625,8.075791161911543,4.05890186750689,10.304982900320471,12.369857178559664,1.2020864342800928,10.61567082217562,1.3869120955425347
2022-05-30,Alabama,22,0,5,2,1,8.259497112956765,6.747194824668908,10.314677145758214,10.54733903626404,10.87694338114729,11.749425470544132,11.45859810741185,8.53093598521356,9.640927087835099,10.059395349230991,10.559456843061218,10.607120216463452,2.522590941005372,1.9471924225477275,1.641756074938487,1.6763377916851963,1.3934588191264228,10.431008091011126,10.712141208705665,10.896331872022776,8.53093598521356,10.896331872022776,10.954497344649232,10.954497344649232,12.369857178559664,12.369857178559664,10.314677145758214,6.747194824668908,6.747194824668908,6.747194824668908,6.747194824668908,6.747194824668908,8.012524669661893,3.9667374227974115,10.29528865488273,12.369857178559664,1.2020864342800928,9.648551822798941,2.171700385524322
2022-06-06,Alabama,23,0,6,2,0,8.007446731575456,8.259497112956765,6.747194824668908,10.954497344649232,10.915720362898261,12.369857178559664,10.489173563637584,7.5033459688128366,9.06896660700828,9.62315430453257,10.123215798362798,10.340528466925528,1.0693592032522772,1.9281153129423987,1.726628299893324,1.7737006582645232,1.5163493238965684,9.28708712935749,10.431008091011126,10.712141208705665,7.5033459688128366,10.712141208705665,10.954497344649232,10.954497344649232,12.369857178559664,12.369857178559664,8.259497112956765,6.747194824668908,6.747194824668908,6.747194824668908,6.747194824668908,6.747194824668908,8.02375068981166,3.8714974246994944,10.198346200505302,12.369857178559664,1.2020864342800928,9.301288145338397,1.9897916885702667
2022-06-13,Alabama,24,0,6,2,0,11.1289937625286,8.007446731575456,8.259497112956765,10.314677145758214,10.54733903626404,10.87694338114729,11.09021678077763,8.13347192226611,8.332203953739835,9.138442032645436,9.577914492489771,10.133717897587019,0.17822653387537932,1.4779724212982184,1.6991959543811628,1.6506427888709934,1.6569521766529252,8.13347192226611,9.28708712935749,10.712141208705665,8.13347192226611,10.431008091011126,10.314677145758214,10.954497344649232,12.369857178559664,10.954497344649232,8.259497112956765,6.747194824668908,6.747194824668908,6.747194824668908,8.007446731575456,6.747194824668908,8.02304182206226,3.7824871132404114,10.101403746127875,12.369857178559664,1.2020864342800928,8.977827791897662,1.8263734941136178
2022-06-20,Alabama,25,0,6,2,1,10.741223945018893,11.1289937625286,8.007446731575456,6.747194824668908,10.954497344649232,10.915720362898261,9.771799401244625,9.568220247052029,8.535783107932433,9.235384487022863,9.609420790162433,10.136949312732932,2.207267073379701,1.8510594105124787,1.8087151706500177,1.6811042709734305,1.6590236532405467,8.13347192226611,9.28708712935749,10.712141208705665,9.568220247052029,10.431008091011126,11.1289937625286,11.1289937625286,12.369857178559664,11.1289937625286,11.1289937625286,6.747194824668908,6.747194824668908,6.747194824668908,8.007446731575456,6.747194824668908,8.152456486248356,3.7532801566524747,10.198346200505302,12.369857178559664,1.2020864342800928,9.515619284555395,1.8745659091218057
2022-06-27,Alabama,26,0,6,2,0,12.117806797178353,10.741223945018893,11.1289937625286,8.259497112956765,10.314677145758214,10.54733903626404,11.749425470544132,10.935108853773746,9.53429038801993,9.199838920417806,9.587608737927514,10.217734691380787,0.2741946675005836,1.6285082037507572,1.7698517098823532,1.6627659689216383,1.6632239325165175,9.50036052898783,9.28708712935749,10.809083663083092,10.935108853773746,10.431008091011126,11.1289937625286,11.1289937625286,12.369857178559664,11.1289937625286,11.1289937625286,8.007446731575456,6.747194824668908,6.747194824668908,10.741223945018893,6.747194824668908,8.256007184599179,3.7105548931772203,10.29528865488273,12.369857178559664,1.2020864342800928,9.82202044967127,1.7216509915585716
2022-07-04,Alabama,27,0,7,3,1,9.364641092859433,12.117806797178353,10.741223945018893,8.007446731575456,6.747194824668908,10.954497344649232,12.369857178559664,11.429515371098624,10.498867809075325,9.50036052898783,9.783917208041803,10.248433135266973,0.9733910696270723,1.7591605617884534,2.1162073722907535,1.8718233479612525,1.6971189752428935,10.935108853773746,9.50036052898783,10.809083663083092,11.429515371098624,10.527950545388553,12.117806797178353,12.117806797178353,12.369857178559664,12.117806797178353,12.117806797178353,8.007446731575456,6.747194824668908,6.747194824668908,10.741223945018893,6.747194824668908,8.404537938929147,3.7136350009387997,10.304982900320471,12.369857178559664,1.2020864342800928,10.39596703654804,1.8373929009199617
2022-07-11,Alabama,28,0,7,3,0,11.400432634785396,9.364641092859433,12.117806797178353,11.1289937625286,8.259497112956765,10.314677145758214,10.87694338114729,10.741223945018893,10.83816639939632,9.93660157368625,9.585185176568077,9.99799846145862,1.946782139254146,1.1405751138859173,1.6545893199290507,1.81327004385854,1.5727907758342117,10.935108853773746,10.052932518939162,10.644281490641466,10.741223945018893,9.839659119308823,12.117806797178353,12.117806797178353,12.117806797178353,12.117806797178353,12.117806797178353,9.364641092859433,8.007446731575456,6.747194824668908,9.364641092859433,6.747194824668908,8.440097315000639,3.6462034016537292,10.29528865488273,12.369857178559664,1.2020864342800928,10.138135550625888,1.6627323037702666
2022-07-18,Alabama,29,0,7,3,0,11.109605271653116,11.400432634785396,9.364641092859433,10.741223945018893,8.007446731575456,6.747194824668908,10.915720362898261,10.382536863822414,10.906026117460518,10.460090827324356,9.720904612696476,10.041622565928463,1.4395220043780663,1.1713066450502674,1.508257610576446,1.9135324269300897,1.6062893365206568,11.070828289902146,10.935108853773746,10.644281490641466,10.382536863822414,10.052932518939162,12.117806797178353,12.117806797178353,12.117806797178353,12.117806797178353,11.400432634785396,9.364641092859433,8.007446731575456,6.747194824668908,9.364641092859433,6.747194824668908,8.545823576421522,3.6215168728119473,10.304982900320471,12.369857178559664,1.2020864342800928,10.453709821665765,1.556298085481879
2022-07-25,Alabama,30,0,7,3,0,10.605504508890496,11.109605271653116,11.400432634785396,12.117806797178353,11.1289937625286,8.259497112956765,10.54733903626404,11.255018953219256,10.998121449119074,10.977117250670632,10.2662059185695,10.057779641658033,0.2056460006254377,1.168508491731209,0.9139708001527385,1.5277413742268473,1.6168214397032674,11.255018953219256,11.119299517090859,10.644281490641466,11.255018953219256,10.925414608336006,12.117806797178353,12.117806797178353,12.117806797178353,12.117806797178353,11.400432634785396,9.364641092859433,9.364641092859433,6.747194824668908,11.109605271653116,8.007446731575456,8.634229841774337,3.587984425420157,10.314677145758214,12.369857178559664,1.2020864342800928,10.617683684162603,1.3822639624076953
